app_name,publisher,category,revenue,downloads,arpu,growth_rate,dau,score,priority,source
AI Meal Planner - Food Scanner,CoreBit Solutions,Food & Drink,24.65,2,12.325,2.0,,5.8297036569190235,P2,Nutrition
Diabetic Recipes: Healthy Diet,Elsa George,Food & Drink,128.95,35,3.684285714285714,2.0,,5.790279200660341,P2,Nutrition
CibouScan - You Scan,Henri Gil,Food & Drink,635.03,1971,0.3221867072552004,-0.4070736967908797,1220.0,5.763624287957299,P2,Nutrition
Caloria: Compteur Calories IA,Diabetes and Endocrine Specialists,Health & Fitness,137.23,46,2.983260869565217,2.0,,5.751192841574297,P2,Nutrition
Fast: Intermittent Fasting App,Maxima Apps,Health & Fitness,37.62,4,9.405,2.0,,5.748399165340032,P2,Nutrition
Arrêter le Sucre: BYEBYE SUGAR,Moxyzstudio,Lifestyle,229.71,757,0.303447820343461,2.0,,5.7399577417833045,P2,Nutrition
Upfit Ernährungsplan App,Upfit,Health & Fitness,1612.7,158,10.206962025316455,0.021459064364525406,,5.723039031365719,P2,Nutrition
Nutrition Tracker: Foodnoms,Algebraic Labs,Health & Fitness,2062.96,289,7.138269896193772,0.1737235579931953,,5.691151975610773,P2,Nutrition
AI Product Scanner - Calorie,Priyankaben Satashiya,Food & Drink,35.18,4,8.795,2.0,,5.653978611829917,P2,Nutrition
‎Calorie Counter: Food Tracker,Hashtag Inovatsii,Health & Fitness,420.51,689,0.6103193033381713,-0.1378575089697591,554.0,5.642702792178834,P2,Nutrition
Ce Mănânc,Ghica Reinvent Media,Food & Drink,13.41,0,13.41,2.0,,5.634800453457267,P2,Nutrition
no.Diet,Nord Astro,Health & Fitness,5646.99,7640,0.7391348167539267,0.21447435770602227,,5.59385054833176,P2,Nutrition
NutriSmart – Scanner Alimente,NutriPlus Development SRL,Health & Fitness,120.0,59,2.0338983050847457,2.0,,5.5893903405206,P2,Nutrition
Cleveland Clinic Diet,Ziff Davis,Health & Fitness,1058.08,79,13.393417721518986,-0.22537758157445847,,5.584802872894291,P2,Nutrition
"Hava – Lose weight, feel full",Diet Doctor,Health & Fitness,3712.06,585,6.34540170940171,-0.1643870770228169,,5.566526700846335,P2,Nutrition
Bodybuilding MealPrep CookBook,Gabriel Lupu,Food & Drink,24.75,0,24.75,0.48559423769507803,,5.559815638937616,P2,Nutrition
Glycemic Index & Load Tracker,Igor Rudyak,Medical,5145.59,1247,4.126375300721732,-0.13258103832220458,,5.5391783196987845,P2,Nutrition
equ app,Equalution,Health & Fitness,4397.76,897,4.902742474916388,-0.15857788458226987,,5.5125499045747235,P2,Nutrition
CalApp: AI Calorie Tracker,StepsApp,Health & Fitness,5658.33,21269,0.266036485025154,0.14880152352489737,,5.481867703304064,P2,Nutrition
Calorie Club: AI Cals tracking,Andrei Razumovskii,Food & Drink,12.07,0,12.07,2.0,,5.4483319440247495,P2,Nutrition
CalorieScan:AI Calorie Tracker,Codoon,Utilities,119.4,190,0.628421052631579,2.0,,5.446344453818302,P2,Nutrition
Weight Loss Diet Meal Plan,Realized,Medical,89.1,4,22.275,-0.030889710680878833,,5.434226276447301,P2,Nutrition
FODMAP Friendly AI Scanner,Nicholas Nikeforou,Food & Drink,103.73,5,20.746000000000002,0.04021259526674689,,5.428198637458998,P2,Nutrition
低GI瘦身食谱-薄荷营养师减肥食物库,Hongwei Liu,Food & Drink,11.89,1,11.89,2.0,,5.422843590284683,P2,Nutrition
My Water: Daily Drink Tracker,My Water Drink Tracker,Health & Fitness,61.59,2641,0.023320711851571377,0.05282051282051282,4592.0,5.389311297937612,P2,Nutrition
maju,Maju Nutrition,Health & Fitness,3896.68,1422,2.74028129395218,-0.12663391368273832,,5.267958261360015,P2,Nutrition
Jason Vale’s Juice & Blend,Juice Master,Food & Drink,386.13,29,13.314827586206896,-0.039549287366614436,,5.260384427338353,P2,Nutrition
Mealo: Pocket AI Fitness Coach,Pillyze,Health & Fitness,87.25,297,0.2937710437710438,2.0,,5.25653614981028,P2,Nutrition
Added Sugar AI - Food checker,Roman Ventskus,Food & Drink,29.91,0,29.91,-0.4321245490791722,,5.2524741792042455,P2,Nutrition
Calfit: Calorie tracker,Younes Oubari,Health & Fitness,28.66,5,5.732,2.0,,5.245522569175003,P2,Nutrition
InTolerApp: Histamine & FODMAP,Hadt Work,Food & Drink,4728.29,2220,2.1298603603603605,-0.19906597306330007,,5.230890510328982,P2,Nutrition
Food Intolerances,Baliza,Food & Drink,3237.41,1936,1.672215909090909,0.0015034570230932239,,5.1969133204066225,P2,Nutrition
Калькулятор ИМТ: идеальный вес,5W Verlag,Health & Fitness,17.51,1726,0.010144843568945539,0.8315899581589956,1226.0,5.182770077599683,P2,Nutrition
Total Wellbeing Diet,SP Health,Health & Fitness,2948.27,750,3.9310266666666664,-0.20345229121581276,,5.171212469509176,P2,Nutrition
KetoDiet: Fasting & Meal Plans,Compumaster,Health & Fitness,232.9,26,8.957692307692309,0.5117486693496041,,5.124004314021165,P2,Nutrition
CalScan - AI Calorie Tracker,MimiPig,Health & Fitness,3322.57,2368,1.4031123310810811,-0.064159690848252,,5.117280284003659,P2,Nutrition
AI Calories Counter - By Photo,Muhammad Mohsin,Health & Fitness,13.28,0,13.28,1.4592592592592595,,5.076204696298663,P2,Nutrition
Healthy Guru,Athanor Studio,Health & Fitness,3181.89,3210,0.9912429906542055,-0.10329891445254816,,5.015392509019398,P2,Nutrition
"Weight Tracker, BMI Calculator",Habitics,Health & Fitness,3001.67,4329,0.6933864633864634,-0.06272794264588329,,4.997118878660327,P2,Nutrition
OxiPur – Gout & Kidney Stones,Baliza,Food & Drink,1026.63,163,6.298343558282209,-0.10428735953095553,,4.981347319895919,P2,Nutrition
Capy Diet: Calorie Counter Pet,Yue Wang,Health & Fitness,86.41,48,1.8002083333333332,1.5377386196769458,,4.94009707398843,P2,Nutrition
Scanwich – AI Food Scanner,INFINITE FLOW LABS,Lifestyle,48.06,856,0.05614485981308411,2.0,,4.9355746239685105,P2,Nutrition
Recipe Hub: MeAl Planner Pro,Hasan Tunc,Food & Drink,8.61,0,8.61,2.0,,4.93397908754813,P2,Nutrition
Goodbite: AI Calorie Counter,Kappa Yazılım,Health & Fitness,2003.42,1828,1.0959628008752735,0.029993624940876467,,4.928595650836845,P2,Nutrition
NoCarbsChallenge,Keto Diets,Health & Fitness,350.24,190,1.8433684210526315,0.8185783270159406,,4.922746220365903,P2,Nutrition
Interstitial Cystitis,Personal Remedies,Medical,79.98,14,5.7128571428571435,1.1645466847090662,,4.919631718602739,P2,Nutrition
CalCountAI: Calorie Tracking,Asana Rebel,Lifestyle,2324.8,995,2.3364824120603016,-0.1969658240703,,4.899836611363973,P2,Nutrition
TrackUp: DeepEat Kcal & Gesund,SPARKLING AI,Health & Fitness,3014.51,1433,2.103635729239358,-0.3172736331929157,,4.885725456879995,P2,Nutrition
EasyPlan,Alchemica,Health & Fitness,1329.08,409,3.2495843520782395,-0.025765450107386585,,4.883678265635403,P2,Nutrition
No Sugar Challenge App,ChihChuan Wang,Health & Fitness,17.68,4,4.42,2.0,,4.873569910446544,P2,Nutrition
CalSnap: AI Calorie Counter,MindFusions,Lifestyle,1388.24,921,1.5073181324647122,0.10622903269505071,,4.86315056232765,P2,Nutrition
Goldi AI: Calorie Tracker,Promi,Health & Fitness,32.24,44,0.7327272727272728,2.0,,4.804257616250888,P2,Nutrition
FitEat Pro. Indeks glikemiczny,Impact IT,Medical,7.78,0,7.78,2.0,,4.800459093871176,P2,Nutrition
Eat & Track,Eat & Track,Health & Fitness,360.52,36,10.014444444444443,-0.15343070492650168,,4.782262388756851,P2,Nutrition
Food Journal Daily,JoJo Apps,Health & Fitness,534.41,146,3.6603424657534243,0.26808722682296,,4.764541268372001,P2,Nutrition
Smoothie Recipes & Diet,Nikita Gnedin,Food & Drink,27.4,0,27.4,-0.6480411046885036,,4.741874496792007,P2,Nutrition
Food Ingredients Scanner,MaxSoft,Food & Drink,7.38,0,7.38,2.0,,4.734153137667156,P2,Nutrition
Cal AI - Calorie & Macro,FitAppsForAll,Food & Drink,47.29,19,2.488947368421053,1.5617551462621884,,4.732560464487988,P2,Nutrition
Foodbok — AI Calorie Counter,Pavel Rydvanskiy,Health & Fitness,1424.31,2223,0.6407152496626181,0.04015861887652266,,4.7232037257017,P2,Nutrition
Kan Grubu Beslenme : Diyet,Furkan ERKORKMAZ,Medical,10.66,2,5.33,2.0,,4.712420610503202,P2,Nutrition
Weightly - Mounjaro Tracker,DigitalSprout,Health & Fitness,20.14,10,2.0140000000000002,2.0,,4.6978960642060645,P2,Nutrition
MyTrackAi,Jeffrey Smith,Food & Drink,272.4,30,9.08,-0.03799971747421953,,4.664564441548829,P2,Nutrition
Quick Track - Calorie Counter,Simon Reimler,Food & Drink,24.75,0,24.75,-0.41239316239316237,,4.661828238849375,P2,Nutrition
My Plate - Calorie Counter,Davyd Rapp,Sports,124.62,15,8.308,0.4224403606894189,,4.658068435407803,P2,Nutrition
Calorie Tracker・Diet: Food AI,Future Soft,Health & Fitness,886.93,1619,0.5478258184064236,0.18087287639132982,,4.618557018112135,P2,Nutrition
Calorium – AI Food Journal,Tarlan Khakimzade,Health & Fitness,24.91,664,0.037515060240963856,2.0,,4.606184402339919,P2,Nutrition
Food & Drink Carb Counter,Jommi Online,Medical,207.35,24,8.639583333333333,0.05328659961393885,,4.575818845529025,P2,Nutrition
eaterpad: Nutrition Tracker,Edward Chen,Health & Fitness,15.92,1,15.92,0.5904095904095904,,4.561720204976467,P2,Nutrition
Monitor Your Weight,Husain Al-Bustan,Health & Fitness,19.37,24,0.8070833333333334,2.0,,4.557776259626646,P2,Nutrition
Bite AI: Photo Calorie Counter,Omar Hammad,Health & Fitness,10.77,3,3.59,2.0,,4.54353703792935,P2,Nutrition
Luuze - Trend Weight Tracker,Andrew Luu,Health & Fitness,6.22,0,6.22,2.0,,4.532927927190255,P2,Nutrition
My Diet Coach - Weight Loss,Bending Spoons,Health & Fitness,144.18,301,0.4790033222591362,-0.3529306166412351,148.0,4.524026780412827,P2,Nutrition
Noot - AI cal & macro track,Mate academy,Health & Fitness,16.69,30,0.5563333333333333,2.0,,4.458484310528722,P2,Nutrition
SWITCHAURA: by Deborah Murtagh,Deborah Murtagh,Social Networking,27.55,0,27.55,-0.9573826282001702,,4.450253901788458,P2,Nutrition
FitFast: Intermittent Fasting,VALSELA,Health & Fitness,1607.18,965,1.6654715025906737,-0.4003305834462018,,4.445391527067453,P2,Nutrition
Lose It!,nextmedia,Health & Fitness,12.95,8,1.61875,2.0,,4.438279469191662,P2,Nutrition
IBS Coach: FODMAP Diet Planner,Health. Simplified,Medical,892.15,331,2.6953172205438065,-0.24120773974059112,,4.4141501575885895,P2,Nutrition
Cheffin: Your Personal Chef,Poozle,Food & Drink,20.74,0,20.74,-0.18056104306598184,,4.404565685284171,P2,Nutrition
Ozempic Tracker,Pode Co.,Medical,444.15,55,8.075454545454544,-0.46269794224743843,,4.383066112248422,P2,Nutrition
FitCal AI-Calorie Counter&Diet,Rayenergy,Health & Fitness,1572.66,1892,0.831215644820296,-0.3824617341930215,,4.369013599353629,P2,Nutrition
Fiber Tracker | Plant Power,Bart Jacobs,Food & Drink,104.69,9,11.632222222222222,-0.13913329495929613,,4.342066182046013,P2,Nutrition
NutriLiv,Personalized Medicine,Health & Fitness,84.23,7,12.032857142857143,-0.07276530162923822,,4.340123244153058,P2,Nutrition
Gym Geek Calorie Counter,Recoreo,Health & Fitness,1863.51,15984,0.11658596096096097,-0.4429168460324293,,4.3216676601211175,P2,Nutrition
Mio Nutrizionista,Daniele Pietrucci,Medical,34.48,146,0.23616438356164382,1.5315712187958888,,4.3196496379043525,P2,Nutrition
Live Longer - Calorie Counter,111 Code SRL,Lifestyle,854.6,2935,0.29117546848381604,-0.09739018388060962,,4.296122727945243,P2,Nutrition
Protein Zähler,Kai Oelfke,Health & Fitness,13.4,1149,0.011662315056570931,2.0,,4.294594896682231,P2,Nutrition
Fit AI: Calories Tracker,BUD Technologies,Lifestyle,144.98,12,12.081666666666665,-0.40322713427183665,,4.285186133194684,P2,Nutrition
Weight Loss Simple Tracker App,Sttir,Health & Fitness,88.94,201,0.4424875621890547,1.0004498425551056,,4.281418819015965,P2,Nutrition
Air Fryer Recipes - Low Fat,Elsa George,Food & Drink,394.41,3372,0.11696619217081851,0.2867769403934619,,4.277498628857913,P2,Nutrition
Detoks - Hypnose & Perte poids,Hello Happy Days,Health & Fitness,79.51,9,8.834444444444445,0.19942676120078442,,4.263733158689431,P2,Nutrition
Calorie Tracker: Counter AI,Summit Intelligence,Health & Fitness,60.14,169,0.3558579881656805,1.1750452079566005,,4.25234085990243,P2,Nutrition
Potassium Counter & Tracker,First Line Medical Communications,Health & Fitness,11.64,42,0.27714285714285714,2.0,,4.250967121181416,P2,Nutrition
NUPP,Oakwood & Son UG,Lifestyle,17.27,0,17.27,0.08548082966687619,,4.232357117066994,P2,Nutrition
Mayo Clinic Diet,Digital Wellness US,Health & Fitness,621.57,174,3.572241379310345,-0.33459298591187425,,4.228349116752135,P2,Nutrition
Liver Nutrition App,Worthy Works Ltd,Medical,49.2,14,3.5142857142857147,0.9347227683837985,,4.22779524690308,P2,Nutrition
Livret des glucides,Veryphone,Food & Drink,7.85,4,1.9625,2.0,,4.223173199431186,P2,Nutrition
Nutri AI: Kalorienzähler,Tendar,Health & Fitness,1572.57,2792,0.5632414040114613,-0.5289097254467295,,4.195739661847332,P2,Nutrition
Basische Ernährung,eat app live,Food & Drink,824.86,633,1.3030963665086888,-0.2931851483706223,,4.183867232528965,P2,Nutrition
姫様「体重記録」かわいいキャラと一緒にダイエット,mitsuhiro nara,Medical,10.28,200,0.051399999999999994,2.0,,4.166470255501178,P2,Nutrition
NutriSwap: Eat Smarter,MxJ Digital OU,Health & Fitness,5.76,2,2.88,2.0,,4.160636013200608,P2,Nutrition
90 Meal Plans,FitChef,Food & Drink,148.13,13,11.394615384615385,-0.49416063379319763,,4.136259963377832,P2,Nutrition
DebbieCarbs,Joachim Birk,Food & Drink,18.01,0,18.01,-0.1544600938967136,,4.087326448791257,P2,Nutrition
Low FODMAP diet foods for IBS,iPolyglot,Food & Drink,505.84,300,1.6861333333333333,-0.20306271958155434,,4.06858783675145,P2,Nutrition
Diabetic carb counter,NextPixel Apps,Food & Drink,317.01,178,1.7809550561797751,0.012229388849862698,,4.060474562561837,P2,Nutrition
Nutrients Canada,Benoît Bousquet,Health & Fitness,10.36,5,2.072,1.6770025839793286,,4.04939628647999,P2,Nutrition
Ask Ingrid: Food Intolerances,Dr. Michael Zechmann-Khreis,Food & Drink,469.51,290,1.619,-0.224027369186527,,4.0037650241780645,P2,Nutrition
LowCarb - Abnehmen ohne Hunger,falkemedia,Food & Drink,558.09,382,1.4609685863874347,-0.30296255589138954,,3.995162406033933,P2,Nutrition
EASYFOODPLAN - Weekly Recipes,Aleksei Vinokurov,Food & Drink,13.62,0,13.62,0.3197674418604651,,3.9833120581686554,P2,Nutrition
HITS DB - Histamin Intoleranz,Jonathan Fritz,Food & Drink,22.55,82,0.275,1.3989361702127658,,3.9792629646661375,P2,Nutrition
Suavita: Fasting Tracker App,BerthX,Health & Fitness,56.84,20,2.842,0.656177156177156,,3.9539608743338825,P2,Nutrition
Diabetes - Type 2,Personal Remedies,Medical,36.19,2,18.095,-0.6456477039067855,,3.9524376641386407,P2,Nutrition
TDEE Calculator - Total Energy,Asad Ahsan,Health & Fitness,5.42,5,1.084,2.0,,3.950713615207076,P2,Nutrition
CalorieKing Food Search,CalorieKing,Health & Fitness,27.92,910,0.030681318681318685,-0.3807939676203149,438.0,3.92658333395946,P2,Nutrition
Pancreatic Cancer,Personal Remedies,Medical,4.65,3,1.55,2.0,,3.9209472155358465,P2,Nutrition
Sugar Ai - Calorie & Nutrition,Valeriya Buzilova,Health & Fitness,983.46,1698,0.5791872791519435,-0.5785454405204222,,3.9137631597176736,P2,Nutrition
My Diabetes Diet & Meal Plan,Nikita Gnedin,Food & Drink,634.92,286,2.2199999999999998,-0.5245540728759491,,3.913754747828285,P2,Nutrition
FuturApp,FuturApp Salud 21,Health & Fitness,510.13,366,1.3937978142076504,-0.35347198458867213,,3.8931539476632575,P2,Nutrition
High Blood Pressure,Personal Remedies,Medical,3.95,2,1.975,2.0,,3.882135347275483,P2,Nutrition
BMI Calculator,Appovo,Health & Fitness,0.0,100991,0.0,0.0,37097.0,3.8456350437335,P2,Nutrition
12 Weeks to Wow Weight Loss,The Happy Apps Company,Health & Fitness,9.67,0,9.67,0.7423423423423424,,3.840185588553325,P2,Nutrition
Intermittent Fasting Tracker:,Kai Oelfke,Health & Fitness,0.0,37683,0.0,0.0,33233.0,3.8158859188216123,P2,Nutrition
Preppi AI: Meal planner,Oduduabasi Victor,Food & Drink,18.18,0,18.18,-0.475627343524661,,3.7878414645184373,P2,Nutrition
Fuelly: Plant-Based Nutrition,YANNIK NAGEL,Food & Drink,55.69,12,4.640833333333333,0.30758393989199345,,3.775064206595465,P2,Nutrition
Questo  Cheto,Carlo Feniello,Health & Fitness,465.75,884,0.5268665158371041,-0.3452590145497997,,3.7693127446290022,P2,Nutrition
Foodllama AI calorie tracker,Llama Luna Apps,Health & Fitness,259.68,2247,0.11556742323097463,-0.019964524285768198,,3.7623230089514474,P2,Nutrition
Lupus +,Personal Remedies,Medical,10.25,9,1.1388888888888888,1.469879518072289,,3.743642113445619,P2,Nutrition
FOOD242 - Ernährungstagebuch,ROUTE242,Food & Drink,15.8,0,15.8,-0.2143212332173048,,3.7412185020701068,P2,Nutrition
Monitor Your Weight,Husain Al-Bustan,Health & Fitness,0.0,7621,0.0,0.0,23991.0,3.727751137049532,P2,Nutrition
Nutrio: AI Food Scanner,Hysa Tech,Health & Fitness,176.63,134,1.318134328358209,0.007357134709706855,,3.7178283825397402,P2,Nutrition
Keto-Recipes,Drama Labs,Food & Drink,20.28,0,20.28,-0.8293647454774926,,3.6985837572452596,P2,Nutrition
Caloristas - AI Calory Tracker,picky,Food & Drink,14.39,0,14.39,-0.08981657179000632,,3.678136183151539,P2,Nutrition
Daily Carb Pro,Maxwell Software,Health & Fitness,2.38,0,2.38,2.0,,3.6701474201942044,P2,Nutrition
Keto Diet App - Carb Genius,MyNetDiary,Health & Fitness,318.04,1256,0.25321656050955416,-0.2328251640293323,,3.664262833077753,P2,Nutrition
PCOS,Personal Remedies,Medical,10.28,4,2.57,1.2445414847161576,,3.662871740217336,P2,Nutrition
My Dash Diet: #1 Salt Tracker,Big Book Apps,Health & Fitness,74.92,15,4.994666666666666,-0.014729089952656496,,3.6359647680403477,P2,Nutrition
Stupid Simple Keto Diet App,Venn Interactive,Health & Fitness,61.07,15,4.0713333333333335,-0.5087281795511222,11.0,3.5963083358234655,P2,Nutrition
Calorie Counter AI & Tracker,Mushtrip,Health & Fitness,275.94,3239,0.0851929607903674,-0.2272752730327639,,3.582243231063707,P2,Nutrition
CarbCountAI,MONIKA MARIA KRAJEWSKA-FARRELL,Food & Drink,17.89,1,17.89,-0.6496278887583236,,3.57682683873192,P2,Nutrition
Track - Calorie Counter,Syndigo,Health & Fitness,0.0,6209,0.0,0.0,13164.0,3.5654203005158283,P2,Nutrition
Рейтинг продуктів,Illia Nakonechnyi,Food & Drink,66.51,23,2.891739130434783,0.1709507042253521,,3.5520101589909125,P2,Nutrition
Glycemic Index Guide Tracker,Hussain Mustafa,Medical,26.73,4,6.6825,0.2426778242677824,,3.5485052359783724,P2,Nutrition
Protein Tracker: Protein Pal,Ten Labs,Health & Fitness,0.0,11250,0.0,0.0,12311.0,3.547301169282777,P2,Nutrition
Goodie AI: Food Scanner,Fantera,Health & Fitness,316.17,1599,0.1977298311444653,-0.34534951134669534,,3.543250794664459,P2,Nutrition
Healthy Recipes & Meal Planner,Nutritastic,Food & Drink,40.44,3,13.479999999999999,-0.6938682816048448,,3.498055726140845,P2,Nutrition
Wondr Health,Naturally Slim,Health & Fitness,0.0,1139,0.0,0.0,9945.0,3.4895777697602983,P2,Nutrition
Senza Istamina,Senza Istamina,Food & Drink,125.45,34,3.6897058823529414,-0.3030555555555555,,3.4740514508038176,P2,Nutrition
Cholesterol Tracker - low ldl,Bytes & Pixels,Food & Drink,64.98,19,3.4200000000000004,0.0016956990904886695,,3.4239825012560496,P2,Nutrition
CaloriQ - AI Calorie Tracker,Tay Alvin,Health & Fitness,198.62,276,0.7196376811594203,-0.28613018006685115,,3.422969723673638,P2,Nutrition
Carnivore Diet Recipes & Guide,Lukas Ehlers,Food & Drink,149.86,60,2.497666666666667,-0.34900086880973064,,3.3975117006624305,P2,Nutrition
Perfect Body - Meal planner,Keto Diets,Health & Fitness,291.69,1981,0.14724381625441696,-0.46406129423437326,,3.379326564365428,P2,Nutrition
NHS Weight Loss Plan,Public Health England,Health & Fitness,0.0,14678,0.0,0.0,6408.0,3.370702513923405,P2,Nutrition
Easy Diet Diary,Xyris,Health & Fitness,0.0,5553,0.0,0.0,6291.0,3.3657186201728764,P2,Nutrition
Mist - Food Journal,Holograph,Health & Fitness,26.87,7,3.8385714285714285,0.3408183632734531,,3.364856412694653,P2,Nutrition
Model My Diet - Women,Model My Diet,Health & Fitness,38.39,241,0.15929460580912863,-0.41638795986622074,26.0,3.298737692242834,P2,Nutrition
High Cholesterol,Personal Remedies,Medical,64.83,11,5.893636363636364,-0.3949038641030428,,3.273594777825784,P2,Nutrition
Fasting Tracker & Diet App,Hendrik Folkerts,Health & Fitness,0.0,75,0.0,0.0,3804.0,3.2296569204969128,P2,Nutrition
Faster Weight Loss & Diet Help,Hypnosis & Subliminal,Medical,84.02,24,3.500833333333333,-0.38881210445915476,,3.169629955652168,P2,Nutrition
Weight Diary Lite,Curlybrace Apps,Health & Fitness,82.38,173,0.47618497109826585,-0.09092915471198412,,3.155223871816115,P2,Nutrition
NutriCheck Food Nutrition Info,Jommi Online,Reference,58.94,51,1.1556862745098038,-0.017502917152858812,,3.1297305710468977,P2,Nutrition
Lose Weight Hypnosis,Surf City Apps,Health & Fitness,27.12,11,2.4654545454545453,-0.13713013044861597,4.0,3.129155077915282,P2,Nutrition
Fatty Liver,Personal Remedies,Medical,62.96,32,1.9675,-0.14305158568123044,,3.1182463444601143,P2,Nutrition
DietAI: Calorie Counter,Digital Lions Apps,Health & Fitness,47.7,8,5.9625,-0.4321428571428571,,3.0903200288513553,P2,Nutrition
Keto Diet Tracker: Manage Carb,Riafy Technologies,Food & Drink,179.71,414,0.4340821256038648,-0.5500726052776526,,3.080609100017474,P2,Nutrition
Mezan ميزان,AI World,Health & Fitness,0.0,1798,0.0,0.0,2146.0,3.074830235370362,P2,Nutrition
Value Diary - Weight Loss Diet,Fenlander Software Solutions,Health & Fitness,35.9,6,5.983333333333333,-0.31014604150653347,,3.0727629051737395,P2,Nutrition
Alivio,Jeremie Guichot,Health & Fitness,0.0,2374,0.0,0.0,1999.0,3.0556384613490586,P2,Nutrition
Calorie Counter - EasyFit,Easy Health Apps,Health & Fitness,0.0,167,0.0,0.0,1818.0,3.02996866643148,P2,Nutrition
CONTA SU DI ME,Medtronic,Health & Fitness,0.0,862,0.0,0.0,1731.0,3.0167057077155577,P2,Nutrition
DietBet: Lose Weight & Win!,FitnessAI,Health & Fitness,0.0,4,0.0,0.0,1545.0,2.9859605650437175,P2,Nutrition
NHS Food Scanner,Public Health England,Health & Fitness,0.0,4847,0.0,0.0,1532.0,2.9836751841730074,P2,Nutrition
Weight loss tracker - BMI,Aurel Criste,Health & Fitness,0.0,888,0.0,0.0,1412.0,2.9616142305915383,P2,Nutrition
Fast FODMAP Lookup & Learn,Recovery Record,Medical,0.0,3984,0.0,0.0,1346.0,2.948667123401178,P2,Nutrition
STOPPR: Women's Sugar Tracker,David Attias,Health & Fitness,208.07,1406,0.14798719772403982,-0.7532230326750874,,2.9218771790910334,P2,Nutrition
DASH Diet & Meal Plan,Realized,Food & Drink,53.95,14,3.8535714285714286,-0.45256215119228815,,2.920371826801981,P2,Nutrition
ControlMyWeight,CalorieKing,Health & Fitness,18.79,166,0.11319277108433734,-0.419344870210136,23.0,2.9019308304393774,P2,Nutrition
AI Food & Calorie Scanner,Starlight Management SIA,Food & Drink,48.77,413,0.11808716707021792,-0.06820787160871226,,2.880869827048135,P2,Nutrition
Nutrium,"Healthium - Healthcare Software Solutions, SA",Health & Fitness,0.0,1109,0.0,0.0,1037.0,2.8781285668789454,P2,Nutrition
Food Combining,Natalia Shuvaeva,Food & Drink,21.61,4,5.4025,-0.20140428677014044,,2.8704519455037465,P2,Nutrition
ByeSug: Diminuer le sucre,Killian Sowa,Health & Fitness,263.07,1190,0.2210672268907563,-0.9474514754615749,,2.8518500811109377,P2,Nutrition
Kidney Stones - Oxalate,Personal Remedies,Medical,19.28,6,3.2133333333333334,0.047256925583921784,,2.843337125644402,P2,Nutrition
VibeMeal: AI Calorie Counter,KILONA SP. Z O.O.,Health & Fitness,205.97,319,0.6456739811912225,-0.9063645042505797,,2.813448779999273,P2,Nutrition
CalorieKing Food Search,CalorieKing,Health & Fitness,0.0,63,0.0,0.0,758.0,2.793363981625404,P2,Nutrition
Get Slim & Fit! Hypnose,Get on Apps!,Health & Fitness,9.16,0,9.16,-0.23666666666666666,,2.7831731717854336,P2,Nutrition
Crohn's Disease +,Personal Remedies,Medical,16.4,4,4.1,-0.02497027348394768,,2.779144860315458,P2,Nutrition
Weight Diary Lite,Curlybrace Apps,Health & Fitness,0.0,249,0.0,0.0,657.0,2.754687739744928,P2,Nutrition
Low FODMAP diet A to Z,Temeraire 1798,Health & Fitness,0.0,902,0.0,0.0,479.0,2.6692254648651814,P2,Nutrition
ZOE: Personalized Nutrition,Zoe Global,Health & Fitness,0.0,6001,0.0,-1.0,12736.0,2.5564805851864856,P2,Nutrition
Keto Recipes & Low Carb Meals,Riafy Technologies,Health & Fitness,18.15,9,2.0166666666666666,-0.09880834160873884,,2.547504040978092,P2,Nutrition
Plixi - Fat calculator,Iván Villamil Covián,Health & Fitness,5.69,0,5.69,0.08587786259541985,,2.5214200441199752,P2,Nutrition
Formula － weight loss diet app,Fjor Nutrition,Health & Fitness,115.9,27432,0.004224992709244678,-0.8812633822007766,,2.4878338731928333,P2,Nutrition
Fasting & Carnivore Diet App,intermittent fasting,Health & Fitness,86.04,3050,0.028209836065573774,-0.7603275857266218,,2.462692408422536,P2,Nutrition
Weight Tracker & BMI - WTrack,ONNEX YAZILIM ANONIM SIRKETI,Health & Fitness,29.88,16,1.8675,-0.43473325766174803,,2.4451153379483332,P2,Nutrition
Low Histamine Diet +,Personal Remedies,Medical,29.06,10,2.9059999999999997,-0.5270182291666667,,2.442812034334791,P2,Nutrition
Ernährung Pro,Simon Kleine,Health & Fitness,40.44,94,0.4302127659574468,-0.4488210440234428,,2.438124240317992,P2,Nutrition
uninu – individuelle Ernährung,Glückliche Gäste,Health & Fitness,82.13,1483,0.055380984490896824,-0.7873161383882329,,2.41524174098114,P2,Nutrition
Food AI - Calorie Tracker,CODEPAD Yazılım ve Dijital Hizmetler,Health & Fitness,85.18,99,0.8604040404040405,-0.9338130167215763,,2.367419830075367,P2,Nutrition
BMI Calculator for Weight Loss,VisualHype,Health & Fitness,0.0,67,0.0,0.0,132.0,2.320624223490855,P2,Nutrition
SlimCity Diet,Telecom Enterprise,Health & Fitness,0.0,1,0.0,0.0,128.0,2.312301584465846,P2,Nutrition
Eda AI,Ulugbek Pulatov,Health & Fitness,0.0,577,0.0,0.0,99.0,2.2428164566456594,P2,Nutrition
ゆるっとダイエット カナヘイの体重管理アプリ,United Marketing Technologies,Health & Fitness,0.0,814,0.0,0.0,99.0,2.2428164566456594,P2,Nutrition
Arise: AI Food Calorie Counter,A.R.I.S.E.,Health & Fitness,9.45,19,0.4973684210526315,0.02272727272727273,,2.1918378091698307,P2,Nutrition
